"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"1476","2",127732519,127732647,129,"*","12_9D_Mut_R2_macs2_peak_1476",22,".",4.02929,5.43334,2.21236,109,"Promoter (2-3kb)",75,127704386,127729932,25547,2,"ENSMUSG00000027377","ENSMUST00000028856",-2587,"228576","Mall","mal, T cell differentiation protein-like","ENSMUST00000028856","ENSMUSG00000027377","-2587"
"1477","2",127895615,127896600,986,"*","12_9D_Mut_R2_macs2_peak_1477",78,".",6.61919,11.4755,7.8745,272,"Intron (ENSMUST00000028859/ENSMUSG00000027380, intron 8 of 17)",75,127891988,127892113,126,1,"ENSMUSG00000093203","ENSMUST00000175462",3627,NA,NA,NA,"ENSMUST00000028859;ENSMUST00000175462","ENSMUSG00000027380;ENSMUSG00000093203","0;3627"
"1478","2",128817801,128817920,120,"*","12_9D_Mut_R2_macs2_peak_1478",13,".",3.41024,4.45576,1.34417,3,"Promoter (<=1kb)",75,128818118,128854261,36144,1,"ENSMUSG00000014353","ENSMUST00000110325",-198,"72477","Tmem87b","transmembrane protein 87B","ENSMUST00000110325;ENSMUST00000143398;ENSMUST00000152210","ENSMUSG00000014353;ENSMUSG00000014353;ENSMUSG00000014353","-198;-383;-464"
"1479","2",130321037,130321395,359,"*","12_9D_Mut_R2_macs2_peak_1479",23,".",4.13699,5.60175,2.32456,146,"Intron (ENSMUST00000110288/ENSMUSG00000053552, intron 7 of 17)",75,130295939,130370481,74543,1,"ENSMUSG00000053552","ENSMUST00000140169",25098,"228598","Ebf4","early B cell factor 4","ENSMUST00000110288;ENSMUST00000110286;ENSMUST00000110287;ENSMUST00000126740;ENSMUST00000134728;ENSMUST00000140169","ENSMUSG00000053552;ENSMUSG00000053552;ENSMUSG00000053552;ENSMUSG00000053552;ENSMUSG00000053552;ENSMUSG00000053552","0;0;0;0;0;0"
"1480","2",131160021,131160183,163,"*","12_9D_Mut_R2_macs2_peak_1480",69,".",5.7867,10.4593,6.90361,138,"Promoter (<=1kb)",75,131146324,131160034,13711,2,"ENSMUSG00000027327","ENSMUST00000184535",0,"67326","1700037H04Rik","RIKEN cDNA 1700037H04 gene","ENSMUST00000184535;ENSMUST00000103188;ENSMUST00000184121;ENSMUST00000028800;ENSMUST00000133602;ENSMUST00000152961;ENSMUST00000137176","ENSMUSG00000027327;ENSMUSG00000027327;ENSMUSG00000027327;ENSMUSG00000027327;ENSMUSG00000027327;ENSMUSG00000027327;ENSMUSG00000087405","0;-1;0;0;0;0;0"
"1481","2",132952961,132953151,191,"*","12_9D_Mut_R2_macs2_peak_1481",29,".",4.38428,6.23332,2.93645,129,"Distal Intergenic",75,132958442,132959805,1364,1,"ENSMUSG00000086478","ENSMUST00000147678",-5291,NA,NA,NA,NA,NA,NA
"1482","2",132953430,132953696,267,"*","12_9D_Mut_R2_macs2_peak_1482",38,".",4.80363,7.17177,3.80801,118,"Distal Intergenic",75,132958442,132959805,1364,1,"ENSMUSG00000086478","ENSMUST00000147678",-4746,NA,NA,NA,"ENSMUST00000147678","ENSMUSG00000086478","-4746"
"1483","2",135678132,135678997,866,"*","12_9D_Mut_R2_macs2_peak_1483",133,".",8.68769,17.1148,13.3049,424,"Intron (ENSMUST00000144931/ENSMUSG00000039943, intron 1 of 1)",75,135669453,135670425,973,1,"ENSMUSG00000085908","ENSMUST00000154946",8679,NA,NA,NA,"ENSMUST00000144931;ENSMUST00000139480;ENSMUST00000146018;ENSMUST00000134310","ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943","0;0;0;0"
"1484","2",135758838,135759053,216,"*","12_9D_Mut_R2_macs2_peak_1484",31,".",4.55069,6.49685,3.15151,106,"Intron (ENSMUST00000146018/ENSMUSG00000039943, intron 2 of 2)",75,135764911,135908408,143498,1,"ENSMUSG00000039943","ENSMUST00000127729",-5858,"18798","Plcb4","phospholipase C, beta 4","ENSMUST00000146018;ENSMUST00000134310;ENSMUST00000137969;ENSMUST00000184371;ENSMUST00000110109","ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943","0;0;0;0;0"
"1485","2",135988574,135988755,182,"*","12_9D_Mut_R2_macs2_peak_1485",127,".",8.36999,16.5807,12.7946,93,"Promoter (<=1kb)",75,135987876,136014593,26718,1,"ENSMUSG00000039943","ENSMUST00000147744",698,"18798","Plcb4","phospholipase C, beta 4","ENSMUST00000184371;ENSMUST00000110109;ENSMUST00000035646;ENSMUST00000150072;ENSMUST00000147744","ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943;ENSMUSG00000039943","0;0;0;5545;0"
"1486","2",136891471,136891616,146,"*","12_9D_Mut_R2_macs2_peak_1486",30,".",4.44194,6.32473,3.02474,21,"Promoter (<=1kb)",75,136891501,137000273,108773,1,"ENSMUSG00000027281","ENSMUST00000141463",0,"74243","Slx4ip","SLX4 interacting protein","ENSMUST00000028730;ENSMUST00000110089;ENSMUST00000144275;ENSMUST00000028737;ENSMUST00000141463;ENSMUST00000135260;ENSMUST00000130856;ENSMUST00000099311;ENSMUST00000227806","ENSMUSG00000027274;ENSMUSG00000027274;ENSMUSG00000027274;ENSMUSG00000027281;ENSMUSG00000027281;ENSMUSG00000027281;ENSMUSG00000027281;ENSMUSG00000027281;ENSMUSG00000115423","-89;-82;-317;0;0;0;-552;-552;-82"
"1487","2",140170603,140170712,110,"*","12_9D_Mut_R2_macs2_peak_1487",23,".",4.13699,5.60175,2.32456,11,"Promoter (<=1kb)",75,140170649,140203689,33041,1,"ENSMUSG00000027384","ENSMUST00000044825",0,"69487","Ndufaf5","NADH:ubiquinone oxidoreductase complex assembly factor 5","ENSMUST00000044825;ENSMUST00000123078;ENSMUST00000125913;ENSMUST00000046030","ENSMUSG00000027384;ENSMUSG00000027384;ENSMUSG00000027384;ENSMUSG00000045624","0;-1;-318;-39"
"1488","2",140395240,140395469,230,"*","12_9D_Mut_R2_macs2_peak_1488",49,".",5.37809,8.39511,4.93852,106,"Promoter (<=1kb)",75,140395309,142392966,1997658,1,"ENSMUSG00000068205","ENSMUST00000110067",0,"72899","Macrod2","mono-ADP ribosylhydrolase 2","ENSMUST00000110067;ENSMUST00000110063;ENSMUST00000110064;ENSMUST00000110062;ENSMUST00000138485;ENSMUST00000043836;ENSMUST00000078027;ENSMUST00000150460;ENSMUST00000154505;ENSMUST00000124403;ENSMUST00000110061","ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205;ENSMUSG00000068205","0;0;0;0;0;0;0;0;0;0;-126"
"1489","2",145733081,145733753,673,"*","12_9D_Mut_R2_macs2_peak_1489",49,".",5.37809,8.39511,4.93852,505,"Intron (ENSMUST00000231581/ENSMUSG00000001768, intron 3 of 4)",75,145701414,145701725,312,2,"ENSMUSG00000081722","ENSMUST00000119964",-31356,NA,NA,NA,"ENSMUST00000231581;ENSMUST00000137180","ENSMUSG00000001768;ENSMUSG00000001768","0;0"
"1490","2",145734049,145734261,213,"*","12_9D_Mut_R2_macs2_peak_1490",31,".",4.55069,6.49685,3.15151,74,"Intron (ENSMUST00000231581/ENSMUSG00000001768, intron 3 of 4)",75,145701414,145701725,312,2,"ENSMUSG00000081722","ENSMUST00000119964",-32324,NA,NA,NA,"ENSMUST00000231581;ENSMUST00000137180","ENSMUSG00000001768;ENSMUSG00000001768","0;0"
"1491","2",146845909,146846035,127,"*","12_9D_Mut_R2_macs2_peak_1491",23,".",4.13699,5.60175,2.32456,99,"Distal Intergenic",75,146828327,146839732,11406,2,"ENSMUSG00000087618","ENSMUST00000139345",-6177,NA,NA,NA,NA,NA,NA
"1492","2",147013495,147013673,179,"*","12_9D_Mut_R2_macs2_peak_1492",49,".",5.37809,8.39511,4.93852,75,"Promoter (<=1kb)",75,147012996,147078000,65005,1,"ENSMUSG00000027433","ENSMUST00000028921",499,"24128","Xrn2","5'-3' exoribonuclease 2","ENSMUST00000028921","ENSMUSG00000027433","0"
"1493","2",148672438,148672569,132,"*","12_9D_Mut_R2_macs2_peak_1493",31,".",4.55069,6.49685,3.15151,97,"Promoter (<=1kb)",75,148672601,148676027,3427,1,"ENSMUSG00000036992","ENSMUST00000109961",-32,"56488","Nxt1","NTF2-related export protein 1","ENSMUST00000109961;ENSMUST00000047177","ENSMUSG00000036992;ENSMUSG00000036992","-32;-57"
"1494","2",148680999,148681138,140,"*","12_9D_Mut_R2_macs2_peak_1494",32,".",4.46414,6.62498,3.27634,87,"Promoter (<=1kb)",75,148681023,148692949,11927,1,"ENSMUSG00000027439","ENSMUST00000028928",0,"74533","Gzf1","GDNF-inducible zinc finger protein 1","ENSMUST00000028928;ENSMUST00000131292;ENSMUST00000151362;ENSMUST00000109961;ENSMUST00000047177","ENSMUSG00000027439;ENSMUSG00000027439;ENSMUSG00000027439;ENSMUSG00000036992;ENSMUSG00000036992","0;-73;-3474;8398;8373"
"1495","2",150899930,150900058,129,"*","12_9D_Mut_R2_macs2_peak_1495",24,".",4.09213,5.76795,2.4862,5,"Intron (ENSMUST00000056149/ENSMUSG00000032046, intron 1 of 12)",75,150846330,150904647,58318,2,"ENSMUSG00000032046","ENSMUST00000129228",4589,"76192","Abhd12","abhydrolase domain containing 12","ENSMUST00000056149;ENSMUST00000141899;ENSMUST00000138608;ENSMUST00000129228","ENSMUSG00000032046;ENSMUSG00000032046;ENSMUSG00000032046;ENSMUSG00000032046","0;0;0;0"
"1496","2",151010112,151010235,124,"*","12_9D_Mut_R2_macs2_peak_1496",20,".",3.95151,5.31152,2.09537,33,"Promoter (<=1kb)",75,150934519,151009398,74880,2,"ENSMUSG00000068115","ENSMUST00000109896",-714,"78177","Ninl","ninein-like","ENSMUST00000109896;ENSMUST00000128564;ENSMUST00000149979;ENSMUST00000128627","ENSMUSG00000068115;ENSMUSG00000068115;ENSMUSG00000068115;ENSMUSG00000068115","-714;-780;-736;0"
"1497","2",151160041,151160597,557,"*","12_9D_Mut_R2_macs2_peak_1497",68,".",6.20549,10.4204,6.86577,117,"Distal Intergenic",75,151123853,151123988,136,1,"ENSMUSG00000088890","ENSMUST00000158265",36188,NA,NA,NA,NA,NA,NA
"1498","2",152157803,152157918,116,"*","12_9D_Mut_R2_macs2_peak_1498",31,".",4.55069,6.49685,3.15151,53,"Distal Intergenic",75,152143561,152149097,5537,1,"ENSMUSG00000068079","ENSMUST00000089112",14242,"21407","Tcf15","transcription factor 15",NA,NA,NA
"1499","2",152185223,152185490,268,"*","12_9D_Mut_R2_macs2_peak_1499",23,".",4.13699,5.60175,2.32456,176,"Promoter (<=1kb)",75,152185291,152185682,392,2,"ENSMUSG00000081087","ENSMUST00000117430",192,"100043843","Rps15a-ps7","ribosomal protein S15A, pseudogene 7","ENSMUST00000117430","ENSMUSG00000081087","0"
"1500","2",152831028,152831147,120,"*","12_9D_Mut_R2_macs2_peak_1500",23,".",3.82998,5.58173,2.32456,109,"Promoter (<=1kb)",75,152829427,152831112,1686,2,"ENSMUSG00000007659","ENSMUST00000128172",0,"12048","Bcl2l1","BCL2-like 1","ENSMUST00000007803;ENSMUST00000109820;ENSMUST00000173755;ENSMUST00000134902;ENSMUST00000140436;ENSMUST00000128172;ENSMUST00000134357;ENSMUST00000146380;ENSMUST00000156688","ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659;ENSMUSG00000007659","0;-362;-2493;-387;-718;0;-376;-410;0"
"1501","2",153095631,153096235,605,"*","12_9D_Mut_R2_macs2_peak_1501",40,".",4.96439,7.42892,4.0268,60,"Distal Intergenic",75,153108468,153151439,42972,1,"ENSMUSG00000003283","ENSMUST00000189688",-12233,"15162","Hck","hemopoietic cell kinase",NA,NA,NA
"1502","2",153096452,153096638,187,"*","12_9D_Mut_R2_macs2_peak_1502",23,".",4.13699,5.60175,2.32456,26,"Distal Intergenic",75,153108468,153151439,42972,1,"ENSMUSG00000003283","ENSMUST00000189688",-11830,"15162","Hck","hemopoietic cell kinase",NA,NA,NA
"1503","2",153098490,153099092,603,"*","12_9D_Mut_R2_macs2_peak_1503",38,".",4.85639,7.25627,3.88996,325,"Distal Intergenic",75,153108468,153151439,42972,1,"ENSMUSG00000003283","ENSMUST00000189688",-9376,"15162","Hck","hemopoietic cell kinase",NA,NA,NA
"1504","2",153099233,153099943,711,"*","12_9D_Mut_R2_macs2_peak_1504",45,".",5.11502,7.97014,4.55364,502,"Distal Intergenic",75,153108468,153151439,42972,1,"ENSMUSG00000003283","ENSMUST00000189688",-8525,"15162","Hck","hemopoietic cell kinase",NA,NA,NA
"1505","2",154603689,154603852,164,"*","12_9D_Mut_R2_macs2_peak_1505",35,".",4.63252,6.89692,3.54166,86,"Promoter (<=1kb)",75,154585758,154603708,17951,2,"ENSMUSG00000000876","ENSMUST00000000896",0,"59038","Pxmp4","peroxisomal membrane protein 4","ENSMUST00000000896;ENSMUST00000109703","ENSMUSG00000000876;ENSMUSG00000000876","0;-1"
"1506","2",155518226,155518386,161,"*","12_9D_Mut_R2_macs2_peak_1506",34,".",4.42512,6.83693,3.4832,16,"Promoter (<=1kb)",75,155504773,155518237,13465,2,"ENSMUSG00000027603","ENSMUST00000147601",0,"207182","Ggt7","gamma-glutamyltransferase 7","ENSMUST00000029131;ENSMUST00000147601;ENSMUST00000029135;ENSMUST00000149788;ENSMUST00000065973;ENSMUST00000131054;ENSMUST00000103142;ENSMUST00000133654","ENSMUSG00000027603;ENSMUSG00000027603;ENSMUSG00000027605;ENSMUSG00000027605;ENSMUSG00000027605;ENSMUSG00000027605;ENSMUSG00000027605;ENSMUSG00000027605","-3378;0;0;0;0;0;0;0"
"1507","2",156007937,156008083,147,"*","12_9D_Mut_R2_macs2_peak_1507",37,".",4.57735,7.09001,3.72881,13,"Promoter (<=1kb)",75,156008045,156018279,10235,1,"ENSMUSG00000005881","ENSMUST00000006035",0,"66366","Ergic3","ERGIC and golgi 3","ENSMUST00000006035;ENSMUST00000088650;ENSMUST00000144707;ENSMUST00000142859;ENSMUST00000155370;ENSMUST00000124812;ENSMUST00000109617;ENSMUST00000086145;ENSMUST00000138025;ENSMUST00000144686;ENSMUST00000140657;ENSMUST00000139116;ENSMUST00000156993;ENSMUST00000141437","ENSMUSG00000005881;ENSMUSG00000005881;ENSMUSG00000005881;ENSMUSG00000005881;ENSMUSG00000005881;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646;ENSMUSG00000074646","0;-23;-140;-536;-2364;-30;-3510;-18;-14;-18;0;-3510;-3790;-3790"
"1508","2",157165881,157166074,194,"*","12_9D_Mut_R2_macs2_peak_1508",31,".",4.55069,6.49685,3.15151,130,"Promoter (2-3kb)",75,157168820,157169179,360,1,"ENSMUSG00000084113","ENSMUST00000121195",-2746,NA,NA,NA,"ENSMUST00000029170;ENSMUST00000154721;ENSMUST00000121195","ENSMUSG00000027641;ENSMUSG00000027641;ENSMUSG00000084113","0;38460;-2746"
"1509","2",158794513,158794656,144,"*","12_9D_Mut_R2_macs2_peak_1509",27,".",4.29144,6.08587,2.79411,114,"Promoter (<=1kb)",75,158794807,158858214,63408,1,"ENSMUSG00000027655","ENSMUST00000029186",-151,"71715","Dhx35","DEAH (Asp-Glu-Ala-His) box polypeptide 35","ENSMUST00000029186;ENSMUST00000109478;ENSMUST00000145692;ENSMUST00000146797;ENSMUST00000156893;ENSMUST00000148359;ENSMUST00000133720","ENSMUSG00000027655;ENSMUSG00000027655;ENSMUSG00000027655;ENSMUSG00000027655;ENSMUSG00000027655;ENSMUSG00000027655;ENSMUSG00000027655","-151;-151;-206;-209;-229;-235;-1267"
"1510","2",158894624,158894753,130,"*","12_9D_Mut_R2_macs2_peak_1510",23,".",4.13699,5.60175,2.32456,58,"Distal Intergenic",75,158850629,158857368,6740,1,"ENSMUSG00000027655","ENSMUST00000143195",43995,"71715","Dhx35","DEAH (Asp-Glu-Ala-His) box polypeptide 35",NA,NA,NA
"1511","2",160645820,160646007,188,"*","12_9D_Mut_R2_macs2_peak_1511",40,".",4.96439,7.42892,4.0268,58,"Promoter (<=1kb)",75,160645888,160722764,76877,1,"ENSMUSG00000070544","ENSMUST00000109468",0,"21969","Top1","topoisomerase (DNA) I","ENSMUST00000109468;ENSMUST00000133262","ENSMUSG00000070544;ENSMUSG00000070544","0;0"
"1512","2",160938404,160938542,139,"*","12_9D_Mut_R2_macs2_peak_1512",38,".",4.83515,7.22226,3.85706,66,"Distal Intergenic",75,160925541,160926648,1108,2,"ENSMUSG00000087147","ENSMUST00000131908",-11756,NA,NA,NA,NA,NA,NA
"1513","2",161653291,161655370,2080,"*","12_9D_Mut_R2_macs2_peak_1513",133,".",8.68769,17.1148,13.3049,1254,"Intron (ENSMUST00000109443/ENSMUSG00000053141, intron 16 of 30)",75,161513690,161514012,323,2,"ENSMUSG00000100943","ENSMUST00000188874",-139279,NA,NA,NA,"ENSMUST00000109443;ENSMUST00000109445;ENSMUST00000109442;ENSMUST00000109441","ENSMUSG00000053141;ENSMUSG00000053141;ENSMUSG00000053141;ENSMUSG00000053141","0;0;0;0"
"1514","2",162594800,162596426,1627,"*","12_9D_Mut_R2_macs2_peak_1514",156,".",9.51508,19.5186,15.631,843,"Intron (ENSMUST00000109443/ENSMUSG00000053141, intron 1 of 30)",75,161526357,162661094,1134738,2,"ENSMUSG00000053141","ENSMUST00000109442",64668,"19281","Ptprt","protein tyrosine phosphatase, receptor type, T","ENSMUST00000109443;ENSMUST00000109445;ENSMUST00000109442;ENSMUST00000109441","ENSMUSG00000053141;ENSMUSG00000053141;ENSMUSG00000053141;ENSMUSG00000053141","0;0;0;0"
"1515","2",163038116,163038382,267,"*","12_9D_Mut_R2_macs2_peak_1515",39,".",4.92126,7.36,3.99005,119,"Intron (ENSMUST00000018002/ENSMUSG00000017858, intron 10 of 12)",75,163022443,163028429,5987,1,"ENSMUSG00000017858","ENSMUST00000152201",15673,"245866","Ift52","intraflagellar transport 52","ENSMUST00000018002","ENSMUSG00000017858","0"
"1516","2",163472501,163472633,133,"*","12_9D_Mut_R2_macs2_peak_1516",34,".",4.55614,6.77377,3.4217,29,"Promoter (<=1kb)",75,163466379,163472629,6251,2,"ENSMUSG00000048486","ENSMUST00000109418",0,"228859","Fitm2","fat storage-inducing transmembrane protein 2","ENSMUST00000109418;ENSMUST00000186760;ENSMUST00000065731","ENSMUSG00000048486;ENSMUSG00000053353;ENSMUSG00000053353","0;0;0"
"1517","2",164769718,164769888,171,"*","12_9D_Mut_R2_macs2_peak_1517",33,".",4.17874,6.6923,3.34216,23,"Promoter (<=1kb)",75,164769898,164772907,3010,1,"ENSMUSG00000001403","ENSMUST00000088248",-10,"68612","Ube2c","ubiquitin-conjugating enzyme E2C","ENSMUST00000088248;ENSMUST00000001439;ENSMUST00000017443;ENSMUST00000124435;ENSMUST00000141843;ENSMUST00000146846","ENSMUSG00000001403;ENSMUSG00000001403;ENSMUSG00000017299;ENSMUSG00000086453;ENSMUSG00000086453;ENSMUSG00000086453","-10;-15;23735;-99;-94;-52"
"1518","2",165431042,165431166,125,"*","12_9D_Mut_R2_macs2_peak_1518",29,".",4.38428,6.23332,2.93645,71,"Intron (ENSMUST00000029208/ENSMUSG00000018459, intron 5 of 12)",75,165411884,165420293,8410,2,"ENSMUSG00000018459","ENSMUST00000143136",-10749,"114644","Slc13a3","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3","ENSMUST00000029208;ENSMUST00000109279","ENSMUSG00000018459;ENSMUSG00000018459","0;0"
"1519","2",165511341,165511708,368,"*","12_9D_Mut_R2_macs2_peak_1519",87,".",6.65589,12.3378,8.71454,95,"Promoter (2-3kb)",75,165508781,165514777,5997,1,"ENSMUSG00000027661","ENSMUST00000148463",2560,"170441","Slc2a10","solute carrier family 2 (facilitated glucose transporter), member 10","ENSMUST00000029196;ENSMUST00000148463","ENSMUSG00000027661;ENSMUSG00000027661","0;0"
"1520","2",167269473,167269670,198,"*","12_9D_Mut_R2_macs2_peak_1520",20,".",3.90131,5.23278,2.01965,104,"Distal Intergenic",75,167281419,167281777,359,2,"ENSMUSG00000083661","ENSMUST00000118980",12107,NA,NA,NA,NA,NA,NA
"1521","2",167290813,167290997,185,"*","12_9D_Mut_R2_macs2_peak_1521",23,".",4.13699,5.60175,2.32456,44,"Distal Intergenic",75,167281419,167281777,359,2,"ENSMUSG00000083661","ENSMUST00000118980",-9036,NA,NA,NA,NA,NA,NA
"1522","2",167368392,167368541,150,"*","12_9D_Mut_R2_macs2_peak_1522",31,".",4.55069,6.49685,3.15151,35,"Distal Intergenic",75,167298444,167349183,50740,2,"ENSMUSG00000017929","ENSMUST00000109221",-19209,"56336","B4galt5","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",NA,NA,NA
"1523","2",168219531,168219641,111,"*","12_9D_Mut_R2_macs2_peak_1523",40,".",4.96439,7.42892,4.0268,62,"Promoter (1-2kb)",75,168210281,168217704,7424,2,"ENSMUSG00000078919","ENSMUST00000153258",-1827,"13480","Dpm1","dolichol-phosphate (beta-D) mannosyltransferase 1","ENSMUST00000154111;ENSMUST00000153258;ENSMUST00000109193;ENSMUST00000136582;ENSMUST00000099072;ENSMUST00000140249;ENSMUST00000150437;ENSMUST00000142482;ENSMUST00000156800;ENSMUST00000138667","ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000078919;ENSMUSG00000093752","0;-1827;0;-3562;0;0;0;0;10721;0"
"1524","2",170504542,170505196,655,"*","12_9D_Mut_R2_macs2_peak_1524",197,".",9.7266,23.7297,19.726,313,"Intron (ENSMUST00000075087/ENSMUSG00000052033, intron 1 of 3)",75,170511235,170519123,7889,1,"ENSMUSG00000052033","ENSMUST00000063682",-6039,"109054","Pfdn4","prefoldin 4","ENSMUST00000075087;ENSMUST00000126086","ENSMUSG00000052033;ENSMUSG00000085495","0;0"
"1525","2",171249349,171250655,1307,"*","12_9D_Mut_R2_macs2_peak_1525",89,".",7.03289,12.5567,8.91113,717,"Promoter (2-3kb)",75,171253284,171271350,18067,1,"ENSMUSG00000084829","ENSMUST00000146542",-2629,NA,NA,NA,"ENSMUST00000125631;ENSMUST00000146542","ENSMUSG00000084829;ENSMUSG00000084829","0;-2629"
"1526","2",172205013,172205469,457,"*","12_9D_Mut_R2_macs2_peak_1526",35,".",4.63252,6.89692,3.54166,114,"Distal Intergenic",75,172176782,172176924,143,1,"ENSMUSG00000105205","ENSMUST00000200362",28231,NA,NA,NA,NA,NA,NA
"1527","2",172370409,172370645,237,"*","12_9D_Mut_R2_macs2_peak_1527",37,".",4.75201,7.08899,3.72797,26,"Promoter (<=1kb)",75,172356190,172370535,14346,2,"ENSMUSG00000027496","ENSMUST00000109140",0,"20878","Aurka","aurora kinase A","ENSMUST00000109140;ENSMUST00000028997;ENSMUST00000109139;ENSMUST00000126107;ENSMUST00000151511;ENSMUST00000116375","ENSMUSG00000027496;ENSMUSG00000027496;ENSMUSG00000027496;ENSMUSG00000027496;ENSMUSG00000027498;ENSMUSG00000027498","0;0;0;0;-36;-89"
"1528","2",173099026,173100696,1671,"*","12_9D_Mut_R2_macs2_peak_1528",168,".",9.04031,20.8188,16.8949,850,"Intron (ENSMUST00000094287/ENSMUSG00000070495, intron 9 of 10)",75,173110818,173114709,3892,1,"ENSMUSG00000087382","ENSMUST00000144256",-10122,"74161","Ctcflos","CCCTC-binding factor (zinc finger protein)-like, opposite strand","ENSMUST00000094287;ENSMUST00000179693","ENSMUSG00000070495;ENSMUSG00000070495","0;0"
"1529","2",173421985,173422924,940,"*","12_9D_Mut_R2_macs2_peak_1529",35,".",4.66182,6.94409,3.58746,818,"Distal Intergenic",75,173394566,173395720,1155,1,"ENSMUSG00000086114","ENSMUST00000147357",27419,"102631616","Gm14642","predicted gene 14642",NA,NA,NA
"1530","2",173423157,173423291,135,"*","12_9D_Mut_R2_macs2_peak_1530",27,".",4.2376,6.00019,2.71128,46,"Distal Intergenic",75,173394566,173395720,1155,1,"ENSMUSG00000086114","ENSMUST00000147357",28591,"102631616","Gm14642","predicted gene 14642",NA,NA,NA
"1531","2",173636386,173637000,615,"*","12_9D_Mut_R2_macs2_peak_1531",66,".",6.07049,10.1996,6.67177,464,"Intron (ENSMUST00000141051/ENSMUSG00000055897, intron 2 of 14)",75,173581199,173629550,48352,2,"ENSMUSG00000055897","ENSMUST00000132669",-6836,"100043911","Ppp4r1l-ps","protein phosphatase 4, regulatory subunit 1-like, pseudogene","ENSMUST00000141051;ENSMUST00000151763;ENSMUST00000153162;ENSMUST00000148111;ENSMUST00000142320;ENSMUST00000140992;ENSMUST00000148213;ENSMUST00000133185","ENSMUSG00000055897;ENSMUSG00000055897;ENSMUSG00000055897;ENSMUSG00000055897;ENSMUSG00000055897;ENSMUSG00000055897;ENSMUSG00000055897;ENSMUSG00000055897","0;0;0;0;0;0;0;0"
"1532","2",173752999,173754624,1626,"*","12_9D_Mut_R2_macs2_peak_1532",95,".",7.20545,13.2617,9.59927,363,"Intron (ENSMUST00000067530/ENSMUSG00000054455, intron 1 of 5)",75,173749938,173750487,550,1,"ENSMUSG00000118399","ENSMUST00000238291",3061,"100417951","Gm18917","adenomatosis polyposis coli down-regulated 1 pseudogene","ENSMUST00000067530;ENSMUST00000238291","ENSMUSG00000054455;ENSMUSG00000118399","0;3061"
"1533","2",175330229,175331662,1434,"*","12_9D_Mut_R2_macs2_peak_1533",31,".",4.55069,6.49685,3.15151,508,"Promoter (2-3kb)",75,175324743,175327598,2856,2,"ENSMUSG00000078899","ENSMUST00000109050",-2631,"627914","Gm14430","predicted gene 14430","ENSMUST00000121393;ENSMUST00000109050","ENSMUSG00000078899;ENSMUSG00000078899","0;-2631"
"1534","2",180042385,180042547,163,"*","12_9D_Mut_R2_macs2_peak_1534",26,".",4.06221,5.96791,2.6801,11,"Promoter (<=1kb)",75,180036374,180042395,6022,2,"ENSMUSG00000027566","ENSMUST00000126021",0,"26444","Psma7","proteasome subunit alpha 7","ENSMUST00000126021;ENSMUST00000129529;ENSMUST00000029082;ENSMUST00000135650;ENSMUST00000142042;ENSMUST00000132431;ENSMUST00000155898;ENSMUST00000041126","ENSMUSG00000027566;ENSMUSG00000027566;ENSMUSG00000027566;ENSMUSG00000027566;ENSMUSG00000027566;ENSMUSG00000027566;ENSMUSG00000027566;ENSMUSG00000039086","0;0;0;-4897;-3564;-2240;0;0"
"1535","2",180064939,180067086,2148,"*","12_9D_Mut_R2_macs2_peak_1535",84,".",6.28178,12.0978,8.48046,1585,"Intron (ENSMUST00000041126/ENSMUSG00000039086, intron 10 of 10)",75,180070588,180085895,15308,1,"ENSMUSG00000039069","ENSMUST00000147264",-3502,"52856","Mtg2","mitochondrial ribosome associated GTPase 2","ENSMUST00000147264;ENSMUST00000142608;ENSMUST00000184862;ENSMUST00000108901;ENSMUST00000041126","ENSMUSG00000039069;ENSMUSG00000039069;ENSMUSG00000039069;ENSMUSG00000039069;ENSMUSG00000039086","-3502;-3506;-3506;-4707;0"
